datestr,cases,deaths,device_count,full_time_work_behavior_devices,part_time_work_behavior_devices,completely_home_device_count,delivery_behavior_devices,candidate_device_count,sheltering_in_place_percent,total_pop,total_spend,num_cards,county,county_name,state_abbr,county Geometry longitude,county Geometry latitude
2020-05-03T00:00:00.000Z,1980,58,57078,528,1626,25059,880,121266,0.4390307999579523,889954,310274.1004638672,8998.424401760101,13135,Gwinnett,GA,-84.023087,33.9591457
2020-05-03T00:00:00.000Z,343,8,3387,37,151,1115,64,6891,0.32919988190138766,43878,8747.544723510742,267.10965967178345,13137,Habersham,GA,-83.5258749,34.6343924
2020-05-03T00:00:00.000Z,1700,23,14044,155,494,4681,269,27616,0.33330959840501284,192865,48742.86639404297,1520.2324063777924,13139,Hall,GA,-83.8184997,34.3175689
2020-05-03T00:00:00.000Z,61,2,389,7,14,124,9,967,0.31876606683804626,8667,3436.716133117676,110.67417931556702,13141,Hancock,GA,-83.0004653,33.2692195
2020-05-03T00:00:00.000Z,29,1,2515,29,113,705,52,4824,0.2803180914512923,28722,11030.248489379883,316.84120893478394,13143,Haralson,GA,-85.2200629,33.7951646
2020-05-03T00:00:00.000Z,61,2,3289,33,159,1073,59,6056,0.32623897841289146,33198,9645.213150024414,279.7098870277405,13145,Harris,GA,-84.912432,32.7315494
2020-05-03T00:00:00.000Z,11,0,1968,27,75,595,54,3911,0.3023373983739837,25535,7608.688659667969,230.91744375228882,13147,Hart,GA,-82.96329,34.3487328
2020-05-03T00:00:00.000Z,14,1,793,9,41,215,16,1547,0.27112232030264816,11607,3580.2410583496094,119.5737133026123,13149,Heard,GA,-85.1378862,33.2913469
2020-05-03T00:00:00.000Z,520,13,16903,131,539,6598,278,34825,0.39034490918771814,217506,132862.34747314453,3940.416301727295,13151,Henry,GA,-84.1540207,33.4529466
2020-05-03T00:00:00.000Z,242,14,11213,107,345,4123,207,24929,0.3676982074377954,150341,66219.24092102051,1958.0190510749817,13153,Houston,GA,-83.6625217,32.4582875
2020-05-03T00:00:00.000Z,16,1,656,10,40,165,15,1323,0.25152439024390244,9278,4579.268859863281,151.63365840911865,13155,Irwin,GA,-83.2770374,31.6043062
2020-05-03T00:00:00.000Z,108,2,6918,59,252,2219,136,12838,0.32075744434807746,63851,20482.352935791016,623.9556522369385,13157,Jackson,GA,-83.5625568,34.1309052
2020-05-03T00:00:00.000Z,24,0,1307,13,54,407,17,2407,0.3114001530221882,13732,4231.001312255859,132.70123386383057,13159,Jasper,GA,-83.6891515,33.3169807
